#Source de ce jeu de données : https://coronavirus.politologue.com - Les données proposées dans ce fichier sont une compilation des données proposées par le CSSE (The Johns Hopkins University) https://gisanddata.maps.arcgis.com/apps/opsdashboard/index.html#/bda7594740fd40299423467b48e9ecf6
#Les données de ce fichier sont celles qui sont produites pour générer les graphiques sur https: //coronavirus.politologue.com
#Vous pouvez utiliser ces données sans problème et une référence à https://coronavirus.politologue.com sera appréciable
-----------------------------------------------
#Certains ne respectent pas la demande de ne pas récupérer trop souvent le fichier pour préserver le serveur (cela ne sert à rien de récupérer toutes les 3 min), le fichier présente désormais les 30 derniers jours seulement
#Si vous souhaitez avoir accès à l'ensemble, contactez moi, je n'ai pas le temps de faire la chasse à ceux qui ne respectent pas une certaine éthique, alors je fais en sorte de préserver mes ressources
-----------------------------------------------
Date;Pays;Infections;Deces;Guerisons;TauxDeces;TauxGuerison;TauxInfection
2020-12-04;Pays-Bas;553040;9704;7203;1.75;1.30;96.94
2020-12-04;Norvège;37801;354;17998;0.94;47.61;51.45
2020-12-04;Népal;238861;1567;221847;0.66;92.88;6.47
2020-12-04;Nouvelle-Zélande;2078;25;1994;1.20;95.96;2.84
2020-12-04;Oman;124329;1435;115866;1.15;93.19;5.65
2020-12-04;Panama;173607;3154;150051;1.82;86.43;11.75
2020-12-04;Pérou;967075;36076;903958;3.73;93.47;2.80
2020-12-04;Polynésie Française;15107;79;4842;0.52;32.05;67.43
2020-12-04;Papouasie-Nouvelle-Guinée;671;7;597;1.04;88.97;9.99
2020-12-04;Philippines;436345;8509;399345;1.95;91.52;6.53
2020-12-04;Pakistan;413191;8303;352529;2.01;85.32;12.67
2020-12-04;Pologne;1041846;19359;666413;1.86;63.96;34.18
2020-12-04;Palestine;94676;797;70206;0.84;74.15;25.00
2020-12-04;Portugal;312553;4803;234038;1.54;74.88;23.58
2020-12-04;Paraguay;86499;1813;60644;2.10;70.11;27.79
2020-12-04;Qatar;139643;239;136872;0.17;98.02;1.81
2020-12-04;Réunion;8200;41;7729;0.50;94.26;5.24
2020-12-04;Roumanie;500273;12052;390212;2.41;78.00;19.59
2020-12-04;Serbie;206940;1834;0;0.89;0.00;99.11
2020-12-04;Russie;2382012;41730;1872214;1.75;78.60;19.65
2020-12-04;Rwanda;6043;51;5672;0.84;93.86;5.30
2020-12-04;Arabie Saoudite;358336;5940;348238;1.66;97.18;1.16
2020-12-04;Îles Salomon;17;0;5;0.00;29.41;70.59
2020-12-04;Seychelles;184;0;168;0.00;91.30;8.70
2020-12-04;Soudan;18535;1271;10672;6.86;57.58;35.57
2020-12-04;Suède;278912;7067;0;2.53;0.00;97.47
2020-12-04;Singapour;58242;29;58152;0.05;99.85;0.10
2020-12-04;Slovénie;83133;1653;60957;1.99;73.32;24.69
2020-12-04;Slovaquie;113392;957;77142;0.84;68.03;31.12
2020-12-04;Sierra Leone;2420;74;1842;3.06;76.12;20.83
2020-12-04;Saint-Marin;1756;47;1381;2.68;78.64;18.68
2020-12-04;Sénégal;16297;336;15707;2.06;96.38;1.56
2020-12-04;Somalie;4525;121;3480;2.67;76.91;20.42
2020-12-04;Suriname;5322;117;5205;2.20;97.80;0.00
2020-12-04;Soudan du sud;3154;62;2977;1.97;94.39;3.65
2020-12-04;Sao Tomé-et-Principe;999;17;937;1.70;93.79;4.50
2020-12-04;El Salvador;39718;1142;36286;2.88;91.36;5.77
2020-12-04;Syrie;8233;437;3811;5.31;46.29;48.40
2020-12-04;Eswatini;6480;122;6066;1.88;93.61;4.51
2020-12-04;Tchad;1719;102;1555;5.93;90.46;3.61
2020-12-04;Togo;3051;65;2599;2.13;85.19;12.68
2020-12-04;Tadjikistan;12349;87;11758;0.70;95.21;4.08
2020-12-04;Thaïlande;4072;60;3848;1.47;94.50;4.03
2020-12-04;Timor-Leste;31;0;30;0.00;96.77;3.23
2020-12-04;Tunisie;101900;3481;75464;3.42;74.06;22.53
2020-12-04;Turquie;765997;14509;423142;1.89;55.24;42.87
2020-12-04;Trinité-et-Tobago;6735;121;5884;1.80;87.36;10.84
2020-12-04;Taïwan;690;7;572;1.01;82.90;16.09
2020-12-04;Tanzanie;509;21;183;4.13;35.95;59.92
2020-12-04;Ukraine;808828;13641;414347;1.69;51.23;47.09
2020-12-04;Ouganda;21898;206;9117;0.94;41.63;57.43
2020-12-04;États-Unis;14367437;278932;5470389;1.94;38.07;59.98
2020-12-04;Uruguay;6731;80;4826;1.19;71.70;27.11
2020-12-04;Ouzbékistan;73751;611;71002;0.83;96.27;2.90
2020-12-04;Vatican;27;0;15;0.00;55.56;44.44
2020-12-04;St-Vincent / Grenadines;87;0;80;0.00;91.95;8.05
2020-12-04;Venezuela;103877;913;98879;0.88;95.19;3.93
2020-12-04;Vanuatu;1;0;1;0.00;100.00;0.00
2020-12-04;Viet Nam;1361;35;1220;2.57;89.64;7.79
2020-12-04;Samoa;2;0;0;0.00;0.00;100.00
2020-12-04;Kosovo;40117;1026;25586;2.56;63.78;33.66
2020-12-04;Yémen;2267;627;1534;27.66;67.67;4.68
2020-12-04;Mayotte;5181;49;2964;0.95;57.21;41.85
2020-12-04;Afrique du Sud;805804;21963;740450;2.73;91.89;5.38
2020-12-04;Zambie;17857;364;17145;2.04;96.01;1.95
2020-12-04;Zimbabwe;10547;281;8802;2.66;83.46;13.88
2020-12-04;Autres;721;15;706;2.08;97.92;0.00
2020-12-03;Autres;721;15;706;2.08;97.92;0.00
2020-12-03;Zimbabwe;10424;280;8754;2.69;83.98;13.33
2020-12-03;Zambie;17730;357;17102;2.01;96.46;1.53
2020-12-03;Afrique du Sud;800872;21803;739367;2.72;92.32;4.96
2020-12-03;Mayotte;5181;49;2964;0.95;57.21;41.85
2020-12-03;Yémen;2239;624;1525;27.87;68.11;4.02
2020-12-03;Kosovo;40117;1026;25586;2.56;63.78;33.66
2020-12-03;Samoa;2;0;0;0.00;0.00;100.00
2020-12-03;Viet Nam;1361;35;1209;2.57;88.83;8.60
2020-12-03;Vanuatu;1;0;1;0.00;100.00;0.00
2020-12-03;Venezuela;103548;909;98521;0.88;95.15;3.98
2020-12-03;St-Vincent / Grenadines;87;0;80;0.00;91.95;8.05
2020-12-03;Vatican;27;0;15;0.00;55.56;44.44
2020-12-03;Ouzbékistan;73431;611;70712;0.83;96.30;2.87
2020-12-03;Uruguay;6455;80;4707;1.24;72.92;25.84
2020-12-03;États-Unis;14139609;276325;5404018;1.95;38.22;59.83
2020-12-03;Ouganda;21612;206;9110;0.95;42.15;56.89
2020-12-03;Ukraine;793372;13394;400751;1.69;50.51;47.80
2020-12-03;Tanzanie;509;21;183;4.13;35.95;59.92
2020-12-03;Taïwan;686;7;572;1.02;83.38;15.60
2020-12-03;Trinité-et-Tobago;6725;121;5861;1.80;87.15;11.05
2020-12-03;Turquie;733261;14316;418331;1.95;57.05;41.00
2020-12-03;Tunisie;99280;3359;73607;3.38;74.14;22.48
2020-12-03;Timor-Leste;31;0;30;0.00;96.77;3.23
2020-12-03;Thaïlande;4053;60;3839;1.48;94.72;3.80
2020-12-03;Tadjikistan;12308;87;11718;0.71;95.21;4.09
2020-12-03;Togo;3039;65;2567;2.14;84.47;13.39
2020-12-03;Tchad;1708;102;1539;5.97;90.11;3.92
2020-12-03;Eswatini;6474;122;6044;1.88;93.36;4.76
2020-12-03;Syrie;8147;432;3748;5.30;46.00;48.69
2020-12-03;El Salvador;39130;1134;35839;2.90;91.59;5.51
2020-12-03;Sao Tomé-et-Principe;997;17;937;1.71;93.98;4.31
2020-12-03;Soudan du sud;3154;62;2977;1.97;94.39;3.65
2020-12-03;Suriname;5322;117;5203;2.20;97.76;0.04
2020-12-03;Somalie;4525;121;3480;2.67;76.91;20.42
2020-12-03;Sénégal;16217;335;15697;2.07;96.79;1.14
2020-12-03;Saint-Marin;1714;46;1356;2.68;79.11;18.20
2020-12-03;Sierra Leone;2416;74;1840;3.06;76.16;20.78
2020-12-03;Slovaquie;111208;930;74273;0.84;66.79;32.38
2020-12-03;Slovénie;81349;1592;59469;1.96;73.10;24.94
2020-12-03;Singapour;58239;29;58145;0.05;99.84;0.11
2020-12-03;Suède;272643;7007;0;2.57;0.00;97.43
2020-12-03;Soudan;18535;1271;10672;6.86;57.58;35.57
2020-12-03;Seychelles;183;0;162;0.00;88.52;11.48
2020-12-03;Îles Salomon;17;0;5;0.00;29.41;70.59
2020-12-03;Arabie Saoudite;358102;5930;347881;1.66;97.15;1.20
2020-12-03;Rwanda;6011;50;5596;0.83;93.10;6.07
2020-12-03;Russie;2354934;41173;1843526;1.75;78.28;19.97
2020-12-03;Serbie;199158;1765;0;0.89;0.00;99.11
2020-12-03;Roumanie;492211;11876;381001;2.41;77.41;20.18
2020-12-03;Réunion;8102;40;7172;0.49;88.52;10.98
2020-12-03;Qatar;139477;239;136741;0.17;98.04;1.79
2020-12-03;Paraguay;85477;1796;60086;2.10;70.29;27.60
2020-12-03;Portugal;307618;4724;229018;1.54;74.45;24.02
2020-12-03;Palestine;92708;780;68250;0.84;73.62;25.54
2020-12-03;Pologne;1028610;18828;646560;1.83;62.86;35.31
2020-12-03;Pakistan;410072;8260;350305;2.01;85.43;12.56
2020-12-03;Philippines;435413;8446;399325;1.94;91.71;6.35
2020-12-03;Papouasie-Nouvelle-Guinée;671;7;597;1.04;88.97;9.99
2020-12-03;Polynésie Française;14897;78;4842;0.52;32.50;66.97
2020-12-03;Pérou;967075;36076;899213;3.73;92.98;3.29
2020-12-03;Panama;171219;3141;148396;1.83;86.67;11.50
2020-12-03;Oman;124329;1435;115866;1.15;93.19;5.65
2020-12-03;Nouvelle-Zélande;2069;25;1983;1.21;95.84;2.95
2020-12-03;Népal;237589;1551;220272;0.65;92.71;6.64
2020-12-03;Norvège;37371;353;17998;0.94;48.16;50.90
2020-12-03;Pays-Bas;546982;9645;7129;1.76;1.30;96.93
2020-12-03;Nicaragua;5838;161;4225;2.76;72.37;24.87
2020-12-03;Nigéria;68303;1179;64291;1.73;94.13;4.15
2020-12-03;Niger;1640;76;1227;4.63;74.82;20.55
2020-12-03;Nouvelle-Calédonie;34;0;32;0.00;94.12;5.88
2020-12-03;Namibie;14599;151;13774;1.03;94.35;4.62
2020-12-03;Mozambique;15918;132;14030;0.83;88.14;11.03
2020-12-03;Malaisie;69095;376;57917;0.54;83.82;15.63
2020-12-03;Mexique;1144643;108173;843231;9.45;73.67;16.88
2020-12-03;Malawi;6043;185;5472;3.06;90.55;6.39
2020-12-03;Maldives;13106;47;12154;0.36;92.74;6.91
2020-12-03;Maurice;508;10;465;1.97;91.54;6.50
2020-12-03;Malte;10197;148;8015;1.45;78.60;19.95
2020-12-03;Mauritanie;9005;181;7785;2.01;86.45;11.54
2020-12-03;Martinique;5520;41;98;0.74;1.78;97.48
2020-12-03;Macao;46;0;46;0.00;100.00;0.00
2020-12-03;Mongolie;831;0;365;0.00;43.92;56.08
2020-12-03;Birmanie;95018;2028;73748;2.13;77.61;20.25
2020-12-03;Mali;4880;162;3281;3.32;67.23;29.45
2020-12-03;Macédoine;65231;1847;41656;2.83;63.86;33.31
2020-12-03;Îles Marshall;4;0;4;0.00;100.00;0.00
2020-12-03;Madagascar;17513;255;16657;1.46;95.11;3.43
2020-12-03;Saint Martin;717;12;641;1.67;89.40;8.93
2020-12-03;Montenegro;36932;516;25866;1.40;70.04;28.57
2020-12-03;Moldavie;112307;2363;97549;2.10;86.86;11.04
2020-12-03;Monaco;630;3;570;0.48;90.48;9.05
2020-12-03;Maroc;368624;6063;318987;1.64;86.53;11.82
2020-12-03;Libye;84849;1212;55304;1.43;65.18;33.39
2020-12-03;Lettonie;19307;235;1848;1.22;9.57;89.21
2020-12-03;Luxembourg;36429;339;27356;0.93;75.09;23.98
2020-12-03;Lituanie;67066;564;26836;0.84;40.01;59.14
2020-12-03;Lesotho;2145;44;1278;2.05;59.58;38.37
2020-12-03;Libéria;1663;83;1358;4.99;81.66;13.35
2020-12-03;Sri Lanka;26038;129;19032;0.50;73.09;26.41
2020-12-03;Liechtenstein;1339;17;1169;1.27;87.30;11.43
2020-12-03;Sainte-Lucie;262;2;141;0.76;53.82;45.42
2020-12-03;Liban;132817;1067;84142;0.80;63.35;35.84
2020-12-03;Laos;39;0;26;0.00;66.67;33.33
2020-12-03;Kazakhstan;177386;2438;149435;1.37;84.24;14.38
2020-12-03;Koweït;143574;884;138674;0.62;96.59;2.80
2020-12-03;Corée du Sud;36332;536;28611;1.48;78.75;19.78
2020-12-03;Saint-Kitts-et-Nevis;22;0;19;0.00;86.36;13.64
2020-12-03;Comores;615;7;590;1.14;95.93;2.93
2020-12-03;Cambodge;335;0;304;0.00;90.75;9.25
2020-12-03;Kirghizistan;73933;1285;66113;1.74;89.42;8.84
2020-12-03;Kenya;86383;1500;56464;1.74;65.36;32.90
2020-12-03;Japon;155938;2174;129085;1.39;82.78;15.83
2020-12-03;Jordanie;231237;2909;173369;1.26;74.97;23.77
2020-12-03;Jamaïque;10911;259;6614;2.37;60.62;37.01
2020-12-03;Italie;1664829;58038;846809;3.49;50.86;45.65
2020-12-03;Islande;5448;27;5216;0.50;95.74;3.76
2020-12-03;Iran;1003494;49348;699315;4.92;69.69;25.39
2020-12-03;Iraq;558767;12361;487863;2.21;87.31;10.48
2020-12-03;Inde;9571559;139188;9016289;1.45;94.20;4.35
2020-12-03;Israël;341406;2895;326706;0.85;95.69;3.46
2020-12-03;Irlande;73228;2080;23364;2.84;31.91;65.25
2020-12-03;Indonésie;557877;17355;462553;3.11;82.91;13.98
2020-12-03;Hongrie;231844;5324;67033;2.30;28.91;68.79
2020-12-03;Haïti;9331;233;8114;2.50;86.96;10.55
2020-12-03;Croatie;139415;1964;113509;1.41;81.42;17.17
2020-12-03;Honduras;109760;2938;48953;2.68;44.60;52.72
2020-12-03;Hong-Kong;6589;111;5423;1.68;82.30;16.01
2020-12-03;Guyana;5528;151;4618;2.73;83.54;13.73
2020-12-03;Guinée-Bissau;2441;44;2327;1.80;95.33;2.87
2020-12-03;Guatemala;124053;4209;112719;3.39;90.86;5.74
2020-12-03;Grèce;111537;2706;23074;2.43;20.69;76.89
2020-12-03;Guinée Équatoriale;5159;85;5023;1.65;97.36;0.99
2020-12-03;Guadeloupe;8427;149;2242;1.77;26.60;71.63
2020-12-03;Guinée;13167;76;12204;0.58;92.69;6.74
2020-12-03;Gambie;3767;123;3610;3.27;95.83;0.90
2020-12-03;Gibraltar;1038;5;960;0.48;92.49;7.03
2020-12-03;Ghana;51667;323;50547;0.63;97.83;1.54
2020-12-03;Guyane Française;11318;70;9995;0.62;88.31;11.07
2020-12-03;Grenade;41;0;30;0.00;73.17;26.83
2020-12-03;Géorgie;147636;1387;124568;0.94;84.38;14.69
2020-12-03;Royaume-Uni;1677380;60205;2663;3.59;0.16;96.25
2020-12-03;Gabon;9239;60;9089;0.65;98.38;0.97
2020-12-03;France;2358813;54140;166940;2.30;7.08;90.63
2020-12-03;Îles Féroé;505;0;500;0.00;99.01;0.99
2020-12-03;Fidji;42;2;33;4.76;78.57;16.67
2020-12-03;Finlande;26422;408;18100;1.54;68.50;29.95
2020-12-03;Éthiopie;111579;1724;77385;1.55;69.35;29.10
2020-12-03;Espagne;1675902;46038;150376;2.75;8.97;88.28
2020-12-03;Érythrée;594;0;498;0.00;83.84;16.16
2020-12-03;Sahara Occidental;10;1;8;10.00;80.00;10.00
2020-12-03;Égypte;117156;6713;103082;5.73;87.99;6.28
2020-12-03;Estonie;13469;123;8182;0.91;60.75;38.34
2020-12-03;Équateur;195884;13612;169804;6.95;86.69;6.36
2020-12-03;Algérie;85927;2480;55538;2.89;64.63;32.48
2020-12-03;République Dominicaine;146009;2335;115992;1.60;79.44;18.96
2020-12-03;Dominique;85;0;63;0.00;74.12;25.88
2020-12-03;Danemark;85158;858;67434;1.01;79.19;19.81
2020-12-03;Djibouti;5689;61;5591;1.07;98.28;0.65
2020-12-03;Allemagne;1141544;18097;811091;1.59;71.05;27.36
2020-12-03;République Tchèque;537663;8641;468302;1.61;87.10;11.29
2020-12-03;Chypre;11523;54;2057;0.47;17.85;81.68
2020-12-03;Cap-vert;10938;107;10454;0.98;95.58;3.45
2020-12-03;Cuba;8531;136;7770;1.59;91.08;7.33
2020-12-03;Costa Rica;142505;1757;91424;1.23;64.15;34.61
2020-12-03;Colombie;1343322;37305;1233115;2.78;91.80;5.43
2020-12-03;Chine;86586;4634;81678;5.35;94.33;0.32
2020-12-03;Cameroun;24487;441;22177;1.80;90.57;7.63
2020-12-03;Chili;555406;15519;530470;2.79;95.51;1.70
2020-12-03;Côte d'Ivoire;21389;132;21022;0.62;98.28;1.10
2020-12-03;Suisse;340115;5181;257600;1.52;75.74;22.74
2020-12-03;Congo (Brazzaville);5774;94;4988;1.63;86.39;11.98
2020-12-03;République Centrafricaine;4918;63;1924;1.28;39.12;59.60
2020-12-03;Rép. Dém. du Congo;13132;337;11753;2.57;89.50;7.93
2020-12-03;Canada;399770;12423;319250;3.11;79.86;17.03
2020-12-03;Belize;7236;164;3571;2.27;49.35;48.38
2020-12-03;Bélarus;141609;1181;118924;0.83;83.98;15.19
2020-12-03;Botswana;11531;34;8978;0.29;77.86;21.85
2020-12-03;Bhoutan;418;0;386;0.00;92.34;7.66
2020-12-03;Bahamas;7549;163;5934;2.16;78.61;19.23
2020-12-03;Brésil;6487084;175270;5792539;2.70;89.29;8.00
2020-12-03;Bolivie;145186;8982;124015;6.19;85.42;8.40
2020-12-03;Brunéi Darussalam;151;3;145;1.99;96.03;1.99
2020-12-03;Saint Barthélemy;147;1;105;0.68;71.43;27.89
2020-12-03;Bénin;3055;44;2907;1.44;95.16;3.40
2020-12-03;Burundi;692;1;575;0.14;83.09;16.76
2020-12-03;Bahreïn;87432;341;85598;0.39;97.90;1.71
2020-12-03;Bulgarie;155193;4503;57141;2.90;36.82;60.28
2020-12-03;Burkina Faso;3062;68;2679;2.22;87.49;10.29
2020-12-03;Belgique;584857;17033;0;2.91;0.00;97.09
2020-12-03;Bangladesh;471739;6748;388379;1.43;82.33;16.24
2020-12-03;Barbade;281;7;257;2.49;91.46;6.05
2020-12-03;Bosnie-Herzégovine;91539;2812;56050;3.07;61.23;35.70
2020-12-03;Azerbaïdjan;133733;1510;81234;1.13;60.74;38.13
2020-12-03;Australie;27949;908;25629;3.25;91.70;5.05
2020-12-03;Autriche;293430;3538;238127;1.21;81.15;17.64
2020-12-03;Argentine;1447732;39305;1274675;2.71;88.05;9.24
2020-12-03;Arménie;138508;2254;113228;1.63;81.75;16.62
2020-12-03;Angola;15361;352;8244;2.29;53.67;44.04
2020-12-03;Albanie;40501;852;20484;2.10;50.58;47.32
2020-12-03;Antigua-et-Barbuda;144;4;133;2.78;92.36;4.86
2020-12-03;Afghanistan;46837;1846;37260;3.94;79.55;16.51
2020-12-03;Émirats Arabes Unis;172751;585;157035;0.34;90.90;8.76
2020-12-03;Andorre;6904;77;6066;1.12;87.86;11.02
2020-12-02;Andorre;6842;76;5988;1.11;87.52;11.37
2020-12-02;Émirats Arabes Unis;171434;580;156380;0.34;91.22;8.44
2020-12-02;Afghanistan;46718;1841;37218;3.94;79.67;16.39
2020-12-02;Antigua-et-Barbuda;144;4;133;2.78;92.36;4.86
2020-12-02;Albanie;39719;839;19912;2.11;50.13;47.76
2020-12-02;Angola;15319;351;8139;2.29;53.13;44.58
2020-12-02;Arménie;137231;2228;111795;1.62;81.46;16.91
2020-12-02;Argentine;1440103;39156;1268358;2.72;88.07;9.21
2020-12-02;Autriche;289461;3446;233657;1.19;80.72;18.09
2020-12-02;Australie;27939;908;25614;3.25;91.68;5.07
2020-12-02;Azerbaïdjan;129544;1470;79162;1.13;61.11;37.76
2020-12-02;Bosnie-Herzégovine;90378;2773;54967;3.07;60.82;36.11
2020-12-02;Barbade;279;7;255;2.51;91.40;6.09
2020-12-02;Bangladesh;469423;6713;385786;1.43;82.18;16.39
2020-12-02;Belgique;582252;16911;0;2.90;0.00;97.10
2020-12-02;Burkina Faso;3010;68;2667;2.26;88.60;9.14
2020-12-02;Bulgarie;151913;4347;55206;2.86;36.34;60.80
2020-12-02;Bahreïn;87270;341;85463;0.39;97.93;1.68
2020-12-02;Burundi;689;1;575;0.15;83.45;16.40
2020-12-02;Bénin;3055;44;2839;1.44;92.93;5.63
2020-12-02;Saint Barthélemy;147;1;105;0.68;71.43;27.89
2020-12-02;Brunéi Darussalam;151;3;145;1.99;96.03;1.99
2020-12-02;Bolivie;144994;8972;123673;6.19;85.30;8.52
2020-12-02;Brésil;6436650;174515;5759294;2.71;89.48;7.81
2020-12-02;Bahamas;7543;163;5934;2.16;78.67;19.17
2020-12-02;Bhoutan;415;0;386;0.00;93.01;6.99
2020-12-02;Botswana;10742;34;7912;0.32;73.65;26.03
2020-12-02;Bélarus;139908;1174;117195;0.84;83.77;15.40
2020-12-02;Belize;5854;148;3151;2.53;53.83;43.65
2020-12-02;Canada;393506;12342;314529;3.14;79.93;16.93
2020-12-02;Rép. Dém. du Congo;12987;336;11694;2.59;90.04;7.37
2020-12-02;République Centrafricaine;4918;63;1924;1.28;39.12;59.60
2020-12-02;Congo (Brazzaville);5774;94;4988;1.63;86.39;11.98
2020-12-02;Suisse;335660;5045;257600;1.50;76.74;21.75
2020-12-02;Côte d'Ivoire;21361;132;21010;0.62;98.36;1.03
2020-12-02;Chili;553898;15438;529501;2.79;95.60;1.62
2020-12-02;Cameroun;24487;441;22177;1.80;90.57;7.63
2020-12-02;Chine;86568;4634;81661;5.35;94.33;0.32
2020-12-02;Colombie;1334089;37117;1225635;2.78;91.87;5.35
2020-12-02;Costa Rica;141340;1739;88226;1.23;62.42;36.35
2020-12-02;Cuba;8456;136;7714;1.61;91.23;7.17
2020-12-02;Cap-vert;10867;106;10422;0.98;95.91;3.12
2020-12-02;Chypre;11175;52;2057;0.47;18.41;81.13
2020-12-02;République Tchèque;533042;8515;461599;1.60;86.60;11.81
2020-12-02;Allemagne;1117953;17659;789564;1.58;70.63;27.79
2020-12-02;Djibouti;5682;61;5587;1.07;98.33;0.60
2020-12-02;Danemark;83553;852;66104;1.02;79.12;19.86
2020-12-02;Dominique;85;0;63;0.00;74.12;25.88
2020-12-02;République Dominicaine;145197;2334;115611;1.61;79.62;18.77
2020-12-02;Algérie;85084;2464;54990;2.90;64.63;32.47
2020-12-02;Équateur;194876;13562;169804;6.96;87.13;5.91
2020-12-02;Estonie;13019;122;7608;0.94;58.44;40.63
2020-12-02;Égypte;116724;6694;102949;5.73;88.20;6.07
2020-12-02;Sahara Occidental;10;1;8;10.00;80.00;10.00
2020-12-02;Érythrée;577;0;498;0.00;86.31;13.69
2020-12-02;Espagne;1665775;45784;150376;2.75;9.03;88.22
2020-12-02;Éthiopie;110984;1715;76067;1.55;68.54;29.92
2020-12-02;Finlande;25882;408;18100;1.58;69.93;28.49
2020-12-02;Fidji;42;2;33;4.76;78.57;16.67
2020-12-02;Îles Féroé;503;0;500;0.00;99.40;0.60
2020-12-02;France;2346117;53816;165563;2.29;7.06;90.65
2020-12-02;Gabon;9239;60;9089;0.65;98.38;0.97
2020-12-02;Royaume-Uni;1662432;59791;2648;3.60;0.16;96.24
2020-12-02;Géorgie;143376;1342;121621;0.94;84.83;14.24
2020-12-02;Grenade;41;0;30;0.00;73.17;26.83
2020-12-02;Guyane Française;11283;70;9995;0.62;88.58;10.80
2020-12-02;Ghana;51667;323;50547;0.63;97.83;1.54
2020-12-02;Gibraltar;1035;5;954;0.48;92.17;7.34
2020-12-02;Gambie;3765;123;3609;3.27;95.86;0.88
2020-12-02;Guinée;13143;76;12154;0.58;92.48;6.95
2020-12-02;Guadeloupe;8427;149;2242;1.77;26.60;71.63
2020-12-02;Guinée Équatoriale;5156;85;5009;1.65;97.15;1.20
2020-12-02;Grèce;109655;2606;23074;2.38;21.04;76.58
2020-12-02;Guatemala;123460;4191;112181;3.39;90.86;5.74
2020-12-02;Guinée-Bissau;2441;44;2327;1.80;95.33;2.87
2020-12-02;Guyana;5449;151;4530;2.77;83.13;14.09
2020-12-02;Hong-Kong;6499;110;5394;1.69;83.00;15.31
2020-12-02;Honduras;109144;2930;48877;2.68;44.78;52.53
2020-12-02;Croatie;134881;1916;110355;1.42;81.82;16.76
2020-12-02;Haïti;9313;233;8091;2.50;86.88;10.62
2020-12-02;Hongrie;225209;5142;65888;2.28;29.26;68.46
2020-12-02;Indonésie;549508;17199;458880;3.13;83.51;13.36
2020-12-02;Irlande;73066;2074;23364;2.84;31.98;65.18
2020-12-02;Israël;339968;2886;325255;0.85;95.67;3.48
2020-12-02;Inde;9534964;138648;8973373;1.45;94.11;4.44
2020-12-02;Iraq;556728;12340;486313;2.22;87.35;10.43
2020-12-02;Iran;989572;48990;688054;4.95;69.53;25.52
2020-12-02;Islande;5413;27;5187;0.50;95.82;3.68
2020-12-02;Italie;1641610;57045;823335;3.47;50.15;46.37
2020-12-02;Jamaïque;10864;258;6500;2.37;59.83;37.79
2020-12-02;Jordanie;227208;2854;168429;1.26;74.13;24.61
2020-12-02;Japon;153432;2141;127148;1.40;82.87;15.74
2020-12-02;Kenya;85130;1484;56464;1.74;66.33;31.93
2020-12-02;Kirghizistan;73513;1277;65189;1.74;88.68;9.59
2020-12-02;Cambodge;331;0;304;0.00;91.84;8.16
2020-12-02;Comores;613;7;586;1.14;95.60;3.26
2020-12-02;Saint-Kitts-et-Nevis;22;0;19;0.00;86.36;13.64
2020-12-02;Corée du Sud;35703;529;28352;1.48;79.41;19.11
2020-12-02;Koweït;143260;882;138134;0.62;96.42;2.96
2020-12-02;Kazakhstan;176342;2436;148732;1.38;84.34;14.28
2020-12-02;Laos;39;0;26;0.00;66.67;33.33
2020-12-02;Liban;131297;1055;83034;0.80;63.24;35.96
2020-12-02;Sainte-Lucie;261;2;141;0.77;54.02;45.21
2020-12-02;Liechtenstein;1318;16;1149;1.21;87.18;11.61
2020-12-02;Sri Lanka;25410;124;18304;0.49;72.03;27.48
2020-12-02;Libéria;1595;83;1343;5.20;84.20;10.60
2020-12-02;Lesotho;2142;44;1278;2.05;59.66;38.28
2020-12-02;Lituanie;62515;519;15077;0.83;24.12;75.05
2020-12-02;Luxembourg;35802;334;26497;0.93;74.01;25.06
2020-12-02;Lettonie;18377;224;1823;1.22;9.92;88.86
2020-12-02;Libye;84087;1200;54712;1.43;65.07;33.51
2020-12-02;Maroc;364190;5985;314237;1.64;86.28;12.07
2020-12-02;Monaco;621;3;563;0.48;90.66;8.86
2020-12-02;Moldavie;110580;2343;96711;2.12;87.46;10.42
2020-12-02;Montenegro;36351;510;25409;1.40;69.90;28.70
2020-12-02;Saint Martin;717;12;641;1.67;89.40;8.93
2020-12-02;Madagascar;17341;251;16657;1.45;96.06;2.50
2020-12-02;Îles Marshall;4;0;1;0.00;25.00;75.00
2020-12-02;Macédoine;63890;1825;40977;2.86;64.14;33.01
2020-12-02;Mali;4837;161;3263;3.33;67.46;29.21
2020-12-02;Birmanie;93600;1998;72601;2.13;77.57;20.30
2020-12-02;Mongolie;819;0;365;0.00;44.57;55.43
2020-12-02;Macao;46;0;46;0.00;100.00;0.00
2020-12-02;Martinique;5520;41;98;0.74;1.78;97.48
2020-12-02;Mauritanie;8863;179;7780;2.02;87.78;10.20
2020-12-02;Malte;10101;146;7887;1.45;78.08;20.47
2020-12-02;Maurice;508;10;465;1.97;91.54;6.50
2020-12-02;Maldives;13070;47;12001;0.36;91.82;7.82
2020-12-02;Malawi;6040;185;5471;3.06;90.58;6.36
2020-12-02;Mexique;1133613;107565;836567;9.49;73.80;16.71
2020-12-02;Malaisie;68020;365;56969;0.54;83.75;15.71
2020-12-02;Mozambique;15866;132;14014;0.83;88.33;10.84
2020-12-02;Namibie;14477;151;13697;1.04;94.61;4.34
