#Source de ce jeu de données : https://coronavirus.politologue.com - Les données proposées dans ce fichier sont une compilation des données proposées par le CSSE (The Johns Hopkins University) https://gisanddata.maps.arcgis.com/apps/opsdashboard/index.html#/bda7594740fd40299423467b48e9ecf6
#Les données de ce fichier sont celles qui sont produites pour générer les graphiques sur https: //coronavirus.politologue.com
#Vous pouvez utiliser ces données sans problème et une référence à https://coronavirus.politologue.com sera appréciable
-----------------------------------------------
#Certains ne respectent pas la demande de ne pas récupérer trop souvent le fichier pour préserver le serveur (cela ne sert à rien de récupérer toutes les 3 min), le fichier présente désormais les 30 derniers jours seulement
#Si vous souhaitez avoir accès à l'ensemble, contactez moi, je n'ai pas le temps de faire la chasse à ceux qui ne respectent pas une certaine éthique, alors je fais en sorte de préserver mes ressources
-----------------------------------------------
Date;Pays;Infections;Deces;Guerisons;TauxDeces;TauxGuerison;TauxInfection
2020-12-10;Réunion;8345;41;7729;0.49;92.62;6.89
2020-12-10;Roumanie;539107;12948;434679;2.40;80.63;16.97
2020-12-10;Serbie;249224;2172;0;0.87;0.00;99.13
2020-12-10;Russie;2546113;44769;2015137;1.76;79.15;19.10
2020-12-10;Rwanda;6349;53;5789;0.83;91.18;7.99
2020-12-10;Arabie Saoudite;359415;6012;349872;1.67;97.34;0.98
2020-12-10;Îles Salomon;17;0;5;0.00;29.41;70.59
2020-12-10;Seychelles;184;0;168;0.00;91.30;8.70
2020-12-10;Soudan;20468;1319;11673;6.44;57.03;36.53
2020-12-10;Suède;312728;7354;0;2.35;0.00;97.65
2020-12-10;Singapour;58297;29;58188;0.05;99.81;0.14
2020-12-10;Slovénie;91922;1949;69170;2.12;75.25;22.63
2020-12-10;Slovaquie;124921;1104;91455;0.88;73.21;25.91
2020-12-10;Sierra Leone;2435;74;1847;3.04;75.85;21.11
2020-12-10;Saint-Marin;1868;49;1524;2.62;81.58;15.79
2020-12-10;Sénégal;16766;343;15950;2.05;95.13;2.82
2020-12-10;Somalie;4579;121;3529;2.64;77.07;20.29
2020-12-10;Suriname;5337;117;5218;2.19;97.77;0.04
2020-12-10;Soudan du sud;3181;62;3003;1.95;94.40;3.65
2020-12-10;Sao Tomé-et-Principe;1009;17;946;1.68;93.76;4.56
2020-12-10;El Salvador;40741;1180;37172;2.90;91.24;5.86
2020-12-10;Syrie;8787;476;4174;5.42;47.50;47.08
2020-12-10;Eswatini;6633;126;6221;1.90;93.79;4.31
2020-12-10;Tchad;1739;102;1587;5.87;91.26;2.88
2020-12-10;Togo;3182;66;2714;2.07;85.29;12.63
2020-12-10;Tadjikistan;12588;88;12009;0.70;95.40;3.90
2020-12-10;Thaïlande;4180;60;3903;1.44;93.37;5.19
2020-12-10;Timor-Leste;31;0;30;0.00;96.77;3.23
2020-12-10;Tunisie;107814;3758;82193;3.49;76.24;20.28
2020-12-10;Turquie;1748567;15751;452593;0.90;25.88;73.22
2020-12-10;Trinité-et-Tobago;6833;122;6060;1.79;88.69;9.53
2020-12-10;Taïwan;724;7;590;0.97;81.49;17.54
2020-12-10;Tanzanie;509;21;183;4.13;35.95;59.92
2020-12-10;Ukraine;881727;14981;483553;1.70;54.84;43.46
2020-12-10;Ouganda;25730;220;9605;0.86;37.33;61.82
2020-12-10;États-Unis;15680159;292184;5985047;1.86;38.17;59.97
2020-12-10;Uruguay;8487;90;5747;1.06;67.72;31.22
2020-12-10;Ouzbékistan;74498;611;71740;0.82;96.30;2.88
2020-12-10;Vatican;27;0;15;0.00;55.56;44.44
2020-12-10;St-Vincent / Grenadines;91;0;80;0.00;87.91;12.09
2020-12-10;Venezuela;106280;938;101384;0.88;95.39;3.72
2020-12-10;Vanuatu;1;0;1;0.00;100.00;0.00
2020-12-10;Viet Nam;1385;35;1225;2.53;88.45;9.03
2020-12-10;Samoa;2;0;2;0.00;100.00;0.00
2020-12-10;Kosovo;45004;1161;31802;2.58;70.66;26.76
2020-12-10;Yémen;2081;606;1383;29.12;66.46;4.42
2020-12-10;Mayotte;5499;51;2964;0.93;53.90;45.17
2020-12-10;Afrique du Sud;836764;22747;756671;2.72;90.43;6.85
2020-12-10;Zambie;18091;364;17307;2.01;95.67;2.32
2020-12-10;Zimbabwe;11081;305;9253;2.75;83.50;13.74
2020-12-10;Autres;721;15;706;2.08;97.92;0.00
2020-12-09;Autres;721;15;706;2.08;97.92;0.00
2020-12-09;Zimbabwe;11007;304;9147;2.76;83.10;14.14
2020-12-09;Zambie;18062;364;17295;2.02;95.75;2.23
2020-12-09;Afrique du Sud;828598;22574;754658;2.72;91.08;6.20
2020-12-09;Mayotte;5181;49;2964;0.95;57.21;41.85
2020-12-09;Yémen;2079;606;1383;29.15;66.52;4.33
2020-12-09;Kosovo;44442;1148;31041;2.58;69.85;27.57
2020-12-09;Samoa;2;0;2;0.00;100.00;0.00
2020-12-09;Viet Nam;1381;35;1225;2.53;88.70;8.76
2020-12-09;Vanuatu;1;0;1;0.00;100.00;0.00
2020-12-09;Venezuela;105852;933;100952;0.88;95.37;3.75
2020-12-09;St-Vincent / Grenadines;90;0;80;0.00;88.89;11.11
2020-12-09;Vatican;27;0;15;0.00;55.56;44.44
2020-12-09;Ouzbékistan;74352;611;71740;0.82;96.49;2.69
2020-12-09;Uruguay;8104;87;5564;1.07;68.66;30.27
2020-12-09;États-Unis;15454074;289441;5889896;1.87;38.11;60.01
2020-12-09;Ouganda;25059;219;9510;0.87;37.95;61.18
2020-12-09;Ukraine;867991;14702;469200;1.69;54.06;44.25
2020-12-09;Tanzanie;509;21;183;4.13;35.95;59.92
2020-12-09;Taïwan;720;7;585;0.97;81.25;17.78
2020-12-09;Trinité-et-Tobago;6808;122;6036;1.79;88.66;9.55
2020-12-09;Turquie;925342;15531;447361;1.68;48.35;49.98
2020-12-09;Tunisie;106856;3717;81204;3.48;75.99;20.53
2020-12-09;Timor-Leste;31;0;30;0.00;96.77;3.23
2020-12-09;Thaïlande;4169;60;3888;1.44;93.26;5.30
2020-12-09;Tadjikistan;12551;88;11968;0.70;95.35;3.94
2020-12-09;Togo;3151;65;2699;2.06;85.66;12.28
2020-12-09;Tchad;1732;102;1581;5.89;91.28;2.83
2020-12-09;Eswatini;6612;125;6175;1.89;93.39;4.72
2020-12-09;Syrie;8675;465;4114;5.36;47.42;47.22
2020-12-09;El Salvador;40741;1174;37172;2.88;91.24;5.88
2020-12-09;Sao Tomé-et-Principe;1005;17;946;1.69;94.13;4.18
2020-12-09;Soudan du sud;3181;62;3003;1.95;94.40;3.65
2020-12-09;Suriname;5333;117;5217;2.19;97.82;-0.02
2020-12-09;Somalie;4579;121;3529;2.64;77.07;20.29
2020-12-09;Sénégal;16665;341;15904;2.05;95.43;2.52
2020-12-09;Saint-Marin;1834;49;1492;2.67;81.35;15.98
2020-12-09;Sierra Leone;2434;74;1847;3.04;75.88;21.08
2020-12-09;Slovaquie;121796;1084;89769;0.89;73.70;25.41
2020-12-09;Slovénie;90075;1900;67437;2.11;74.87;23.02
2020-12-09;Singapour;58291;29;58182;0.05;99.81;0.14
2020-12-09;Suède;304793;7296;0;2.39;0.00;97.61
2020-12-09;Soudan;20084;1307;11344;6.51;56.48;37.01
2020-12-09;Seychelles;184;0;168;0.00;91.30;8.70
2020-12-09;Îles Salomon;17;0;5;0.00;29.41;70.59
2020-12-09;Arabie Saoudite;359274;6002;349624;1.67;97.31;1.02
2020-12-09;Rwanda;6278;53;5715;0.84;91.03;8.12
2020-12-09;Russie;2518551;44220;1989710;1.76;79.00;19.24
2020-12-09;Serbie;241831;2116;0;0.87;0.00;99.13
2020-12-09;Roumanie;532040;12821;425816;2.41;80.03;17.56
2020-12-09;Réunion;8294;41;7729;0.49;93.19;6.32
2020-12-09;Qatar;140353;240;137881;0.17;98.24;1.59
2020-12-09;Paraguay;90146;1901;63891;2.11;70.88;27.02
2020-12-09;Portugal;332073;5192;254700;1.56;76.70;21.74
2020-12-09;Palestine;102992;890;76893;0.86;74.66;24.48
2020-12-09;Pologne;1088346;21160;768241;1.94;70.59;27.47
2020-12-09;Pakistan;429280;8603;374301;2.00;87.19;10.80
2020-12-09;Philippines;444164;8677;408942;1.95;92.07;5.98
2020-12-09;Papouasie-Nouvelle-Guinée;684;7;601;1.02;87.87;11.11
2020-12-09;Polynésie Française;15411;90;4842;0.58;31.42;68.00
2020-12-09;Pérou;976621;36401;911113;3.73;93.29;2.98
2020-12-09;Panama;182977;3264;156870;1.78;85.73;12.48
2020-12-09;Oman;125490;1461;117034;1.16;93.26;5.57
2020-12-09;Nouvelle-Zélande;2088;25;2008;1.20;96.17;2.63
2020-12-09;Népal;244433;1651;230537;0.68;94.32;5.01
2020-12-09;Norvège;39525;361;17998;0.91;45.54;53.55
2020-12-09;Pays-Bas;586643;9923;7551;1.69;1.29;97.02
2020-12-09;Nicaragua;5887;162;4225;2.75;71.77;25.48
2020-12-09;Nigéria;70669;1184;65242;1.68;92.32;6.00
2020-12-09;Niger;2078;79;1241;3.80;59.72;36.48
2020-12-09;Nouvelle-Calédonie;36;0;32;0.00;88.89;11.11
2020-12-09;Namibie;15472;155;14195;1.00;91.75;7.25
2020-12-09;Mozambique;16440;138;14684;0.84;89.32;9.84
2020-12-09;Malaisie;76265;393;65124;0.52;85.39;14.09
2020-12-09;Mexique;1205229;111655;889168;9.26;73.78;16.96
2020-12-09;Malawi;6051;186;5487;3.07;90.68;6.25
2020-12-09;Maldives;13274;47;12591;0.35;94.85;4.79
2020-12-09;Maurice;515;10;478;1.94;92.82;5.24
2020-12-09;Malte;10778;160;8720;1.48;80.91;17.61
2020-12-09;Mauritanie;10105;202;7925;2.00;78.43;19.57
2020-12-09;Martinique;5553;41;98;0.74;1.76;97.50
2020-12-09;Macao;46;0;46;0.00;100.00;0.00
2020-12-09;Mongolie;898;0;384;0.00;42.76;57.24
2020-12-09;Birmanie;103166;2174;81715;2.11;79.21;18.69
2020-12-09;Mali;5469;181;3454;3.31;63.16;33.53
2020-12-09;Macédoine;69954;2023;46352;2.89;66.26;30.85
2020-12-09;Îles Marshall;4;0;4;0.00;100.00;0.00
2020-12-09;Madagascar;17473;255;16927;1.46;96.88;1.67
2020-12-09;Saint Martin;801;12;675;1.50;84.27;14.23
2020-12-09;Montenegro;39607;556;28461;1.40;71.86;26.74
2020-12-09;Moldavie;120970;2481;103973;2.05;85.95;12.00
2020-12-09;Monaco;655;3;585;0.46;89.31;10.23
2020-12-09;Maroc;388184;6427;341685;1.66;88.02;10.32
2020-12-09;Libye;88522;1261;58578;1.42;66.17;32.40
2020-12-09;Lettonie;22816;293;1866;1.28;8.18;90.54
2020-12-09;Luxembourg;38476;360;29792;0.94;77.43;21.63
2020-12-09;Lituanie;80556;704;33708;0.87;41.84;57.28
2020-12-09;Lesotho;2164;44;1283;2.03;59.29;38.68
2020-12-09;Libéria;1676;83;1358;4.95;81.03;14.02
2020-12-09;Sri Lanka;30072;144;21800;0.48;72.49;27.03
2020-12-09;Liechtenstein;1432;19;1270;1.33;88.69;9.99
2020-12-09;Sainte-Lucie;270;2;169;0.74;62.59;36.67
2020-12-09;Liban;140409;1156;94042;0.82;66.98;32.20
2020-12-09;Laos;41;0;28;0.00;68.29;31.71
2020-12-09;Kazakhstan;182657;2546;154432;1.39;84.55;14.06
2020-12-09;Koweït;145204;905;140989;0.62;97.10;2.28
2020-12-09;Corée du Sud;40098;564;30637;1.41;76.41;22.19
2020-12-09;Saint-Kitts-et-Nevis;25;0;23;0.00;92.00;8.00
2020-12-09;Comores;617;7;605;1.13;98.06;0.81
2020-12-09;Cambodge;356;0;307;0.00;86.24;13.76
2020-12-09;Kirghizistan;76012;1306;68894;1.72;90.64;7.65
2020-12-09;Kenya;89661;1552;70194;1.73;78.29;19.98
2020-12-09;Japon;169429;2376;140466;1.40;82.91;15.69
2020-12-09;Jordanie;250219;3206;202058;1.28;80.75;17.97
2020-12-09;Jamaïque;11369;266;7390;2.34;65.00;32.66
2020-12-09;Italie;1770149;61739;997895;3.49;56.37;40.14
2020-12-09;Islande;5516;28;5302;0.51;96.12;3.37
2020-12-09;Iran;1072620;51212;765639;4.77;71.38;23.85
2020-12-09;Iraq;569873;12501;499846;2.19;87.71;10.09
2020-12-09;Inde;9767371;141772;9253306;1.45;94.74;3.81
2020-12-09;Israël;350271;2934;332089;0.84;94.81;4.35
2020-12-09;Irlande;74900;2102;23364;2.81;31.19;66.00
2020-12-09;Indonésie;592900;18171;487445;3.06;82.21;14.72
2020-12-09;Hongrie;259588;6280;76270;2.42;29.38;68.20
2020-12-09;Haïti;9434;233;8170;2.47;86.60;10.93
2020-12-09;Croatie;159372;2367;133255;1.49;83.61;14.90
2020-12-09;Honduras;112792;2961;50888;2.63;45.12;52.26
2020-12-09;Hong-Kong;7179;114;5783;1.59;80.55;17.86
2020-12-09;Guyana;5732;154;4888;2.69;85.28;12.04
2020-12-09;Guinée-Bissau;2444;44;2337;1.80;95.62;2.58
2020-12-09;Guatemala;127127;4311;115931;3.39;91.19;5.42
2020-12-09;Grèce;119720;3289;23074;2.75;19.27;77.98
2020-12-09;Guinée Équatoriale;5183;85;5048;1.64;97.40;0.96
2020-12-09;Guadeloupe;8451;149;2242;1.76;26.53;71.71
2020-12-09;Guinée;13325;79;12548;0.59;94.17;5.24
2020-12-09;Gambie;3776;123;3631;3.26;96.16;0.58
2020-12-09;Gibraltar;1065;5;1009;0.47;94.74;4.79
2020-12-09;Ghana;52622;326;51424;0.62;97.72;1.66
2020-12-09;Guyane Française;11513;71;9995;0.62;86.81;12.57
2020-12-09;Grenade;43;0;41;0.00;95.35;4.65
2020-12-09;Géorgie;174383;1614;145287;0.93;83.31;15.76
2020-12-09;Royaume-Uni;1770480;62658;2769;3.54;0.16;96.30
2020-12-09;Gabon;9300;62;9155;0.67;98.44;0.89
2020-12-09;France;2425698;56648;173247;2.34;7.14;90.52
2020-12-09;Îles Féroé;519;0;503;0.00;96.92;3.08
2020-12-09;Fidji;44;2;35;4.55;79.55;15.91
2020-12-09;Finlande;28732;433;18100;1.51;63.00;35.50
2020-12-09;Éthiopie;114834;1769;87244;1.54;75.97;22.49
2020-12-09;Espagne;1712101;47019;150376;2.75;8.78;88.47
2020-12-09;Érythrée;649;0;517;0.00;79.66;20.34
2020-12-09;Égypte;119702;6832;104074;5.71;86.94;7.35
2020-12-09;Estonie;16054;139;9860;0.87;61.42;37.72
2020-12-09;Équateur;199228;13814;174188;6.93;87.43;5.63
2020-12-09;Algérie;90014;2554;58146;2.84;64.60;32.57
2020-12-09;République Dominicaine;150161;2350;118008;1.56;78.59;19.85
2020-12-09;Dominique;85;0;72;0.00;84.71;15.29
2020-12-09;Danemark;97376;904;74385;0.93;76.39;22.68
2020-12-09;Djibouti;5717;61;5599;1.07;97.94;1.00
2020-12-09;Allemagne;1254358;20460;929272;1.63;74.08;24.29
2020-12-09;République Tchèque;556927;9136;489759;1.64;87.94;10.42
2020-12-09;Chypre;13286;68;2057;0.51;15.48;84.01
2020-12-09;Cap-vert;11192;109;10760;0.97;96.14;2.89
2020-12-09;Cuba;9106;136;8137;1.49;89.36;9.15
2020-12-09;Costa Rica;148688;1864;107624;1.25;72.38;26.36
2020-12-09;Colombie;1392133;38308;1287597;2.75;92.49;4.76
2020-12-09;Chine;86673;4634;81753;5.35;94.32;0.33
2020-12-09;Cameroun;24963;443;23344;1.77;93.51;4.71
2020-12-09;Chili;564778;15690;539171;2.78;95.47;1.76
2020-12-09;Côte d'Ivoire;21547;133;21176;0.62;98.28;1.10
2020-12-09;Suisse;363654;5710;283000;1.57;77.82;20.61
2020-12-09;Congo (Brazzaville);6049;99;4988;1.64;82.46;15.90
2020-12-09;République Centrafricaine;4927;63;1924;1.28;39.05;59.67
2020-12-09;Rép. Dém. du Congo;13843;350;12208;2.53;88.19;9.28
2020-12-09;Canada;439142;13009;355401;2.96;80.93;16.11
2020-12-09;Belize;8519;183;4075;2.15;47.83;50.02
2020-12-09;Bélarus;152453;1230;129950;0.81;85.24;13.95
2020-12-09;Botswana;12058;36;9400;0.30;77.96;21.74
2020-12-09;Bhoutan;433;0;395;0.00;91.22;8.78
2020-12-09;Bahamas;7585;163;6032;2.15;79.53;18.33
2020-12-09;Brésil;6728452;178995;5966118;2.66;88.67;8.67
2020-12-09;Bolivie;146060;9004;125490;6.16;85.92;7.92
2020-12-09;Brunéi Darussalam;152;3;147;1.97;96.71;1.32
2020-12-09;Saint Barthélemy;162;1;127;0.62;78.40;20.99
2020-12-09;Bénin;3090;44;2972;1.42;96.18;2.39
2020-12-09;Burundi;720;1;630;0.14;87.50;12.36
2020-12-09;Bahreïn;88495;347;86518;0.39;97.77;1.84
2020-12-09;Bulgarie;171493;5283;72078;3.08;42.03;54.89
2020-12-09;Burkina Faso;3469;69;2742;1.99;79.04;18.97
2020-12-09;Belgique;597643;17603;0;2.95;0.00;97.05
2020-12-09;Bangladesh;484104;6930;405966;1.43;83.86;14.71
2020-12-09;Barbade;290;7;264;2.41;91.03;6.55
2020-12-09;Bosnie-Herzégovine;97317;3151;61322;3.24;63.01;33.75
2020-12-09;Azerbaïdjan;158555;1755;96330;1.11;60.75;38.14
2020-12-09;Australie;28000;908;25664;3.24;91.66;5.10
2020-12-09;Autriche;311002;4056;265815;1.30;85.47;13.23
2020-12-09;Argentine;1475222;40222;1311488;2.73;88.90;8.37
2020-12-09;Arménie;144066;2393;120532;1.66;83.66;14.67
2020-12-09;Angola;15804;358;8579;2.27;54.28;43.45
2020-12-09;Albanie;45188;951;23072;2.10;51.06;46.84
2020-12-09;Antigua-et-Barbuda;146;4;138;2.74;94.52;2.74
2020-12-09;Afghanistan;47851;1919;38032;4.01;79.48;16.51
2020-12-09;Émirats Arabes Unis;180150;598;161084;0.33;89.42;10.25
2020-12-09;Andorre;7162;78;6452;1.09;90.09;8.82
2020-12-08;Andorre;7127;78;6367;1.09;89.34;9.57
2020-12-08;Émirats Arabes Unis;178837;596;160295;0.33;89.63;10.03
2020-12-08;Afghanistan;47716;1906;37920;3.99;79.47;16.54
2020-12-08;Antigua-et-Barbuda;146;4;134;2.74;91.78;5.48
2020-12-08;Albanie;44436;936;22527;2.11;50.70;47.20
2020-12-08;Angola;15729;355;8470;2.26;53.85;43.89
2020-12-08;Arménie;142928;2372;119147;1.66;83.36;14.98
2020-12-08;Argentine;1469919;40009;1305587;2.72;88.82;8.46
2020-12-08;Autriche;308070;4002;262314;1.30;85.15;13.55
2020-12-08;Australie;27993;908;25651;3.24;91.63;5.12
2020-12-08;Azerbaïdjan;154152;1713;93411;1.11;60.60;38.29
2020-12-08;Bosnie-Herzégovine;96021;3081;60210;3.21;62.71;34.09
2020-12-08;Barbade;289;7;263;2.42;91.00;6.57
2020-12-08;Bangladesh;481945;6906;401194;1.43;83.24;15.32
2020-12-08;Belgique;594572;17507;0;2.94;0.00;97.06
2020-12-08;Burkina Faso;3469;69;2742;1.99;79.04;18.97
2020-12-08;Bulgarie;168165;5156;69028;3.07;41.05;55.89
2020-12-08;Bahreïn;88294;343;86348;0.39;97.80;1.82
2020-12-08;Burundi;716;1;630;0.14;87.99;11.87
2020-12-08;Bénin;3073;44;2922;1.43;95.09;3.48
2020-12-08;Saint Barthélemy;162;1;127;0.62;78.40;20.99
2020-12-08;Brunéi Darussalam;152;3;147;1.97;96.71;1.32
2020-12-08;Bolivie;145846;9002;125230;6.17;85.86;7.96
2020-12-08;Brésil;6674999;178159;5965492;2.67;89.37;7.96
2020-12-08;Bahamas;7579;163;6003;2.15;79.21;18.64
2020-12-08;Bhoutan;433;0;393;0.00;90.76;9.24
2020-12-08;Botswana;12058;36;9400;0.30;77.96;21.74
2020-12-08;Bélarus;150602;1222;127528;0.81;84.68;14.51
2020-12-08;Belize;8013;179;4012;2.23;50.07;47.70
2020-12-08;Canada;432743;12887;349629;2.98;80.79;16.23
2020-12-08;Rép. Dém. du Congo;13750;344;12059;2.50;87.70;9.80
2020-12-08;République Centrafricaine;4927;63;1924;1.28;39.05;59.67
2020-12-08;Congo (Brazzaville);5774;94;4988;1.63;86.39;11.98
2020-12-08;Suisse;358568;5593;279900;1.56;78.06;20.38
2020-12-08;Côte d'Ivoire;21513;132;21161;0.61;98.36;1.02
2020-12-08;Chili;563534;15680;537727;2.78;95.42;1.80
2020-12-08;Cameroun;24752;443;23344;1.79;94.31;3.90
2020-12-08;Chine;86661;4634;81741;5.35;94.32;0.33
2020-12-08;Colombie;1384610;38158;1278326;2.76;92.32;4.92
2020-12-08;Costa Rica;147430;1846;105686;1.25;71.69;27.06
2020-12-08;Cuba;8982;136;8047;1.51;89.59;8.90
2020-12-08;Cap-vert;11118;109;10712;0.98;96.35;2.67
2020-12-08;Chypre;13286;68;2057;0.51;15.48;84.01
2020-12-08;République Tchèque;551070;9036;484781;1.64;87.97;10.39
2020-12-08;Allemagne;1229269;20002;909058;1.63;73.95;24.42
2020-12-08;Djibouti;5714;61;5597;1.07;97.95;0.98
2020-12-08;Danemark;94818;901;73070;0.95;77.06;21.99
2020-12-08;Dominique;85;0;72;0.00;84.71;15.29
2020-12-08;République Dominicaine;149630;2347;117804;1.57;78.73;19.70
2020-12-08;Algérie;89416;2539;58146;2.84;65.03;32.13
2020-12-08;Équateur;198752;13794;174188;6.94;87.64;5.42
2020-12-08;Estonie;15510;137;9446;0.88;60.90;38.21
2020-12-08;Égypte;119281;6813;103913;5.71;87.12;7.17
2020-12-08;Sahara Occidental;10;1;8;10.00;80.00;10.00
2020-12-08;Érythrée;649;0;517;0.00;79.66;20.34
2020-12-08;Espagne;1702328;46646;150376;2.74;8.83;88.43
2020-12-08;Éthiopie;114266;1766;84948;1.55;74.34;24.11
2020-12-08;Finlande;28242;424;18100;1.50;64.09;34.41
2020-12-08;Fidji;44;2;35;4.55;79.55;15.91
2020-12-08;Îles Féroé;514;0;502;0.00;97.67;2.33
2020-12-08;France;2411103;56352;171868;2.34;7.13;90.53
2020-12-08;Gabon;9278;60;9132;0.65;98.43;0.93
2020-12-08;Royaume-Uni;1753853;62125;2761;3.54;0.16;96.30
2020-12-08;Géorgie;169649;1576;141392;0.93;83.34;15.73
2020-12-08;Grenade;43;0;41;0.00;95.35;4.65
2020-12-08;Guyane Française;11513;71;9995;0.62;86.81;12.57
2020-12-08;Ghana;52500;326;51319;0.62;97.75;1.63
2020-12-08;Gibraltar;1058;5;1004;0.47;94.90;4.63
2020-12-08;Gambie;3776;123;3631;3.26;96.16;0.58
2020-12-08;Guinée;13264;79;12465;0.60;93.98;5.43
2020-12-08;Guadeloupe;8472;151;2242;1.78;26.46;71.75
2020-12-08;Guinée Équatoriale;5166;85;5036;1.65;97.48;0.87
2020-12-08;Grèce;118045;3194;23074;2.71;19.55;77.75
2020-12-08;Guatemala;126473;4286;115406;3.39;91.25;5.36
2020-12-08;Guinée-Bissau;2444;44;2337;1.80;95.62;2.58
2020-12-08;Guyana;5700;154;4870;2.70;85.44;11.86
2020-12-08;Hong-Kong;7075;112;5696;1.58;80.51;17.91
2020-12-08;Honduras;111707;2950;49781;2.64;44.56;52.80
2020-12-08;Croatie;154852;2298;130869;1.48;84.51;14.00
2020-12-08;Haïti;9399;233;8148;2.48;86.69;10.83
2020-12-08;Hongrie;256367;6120;75281;2.39;29.36;68.25
2020-12-08;Indonésie;586842;18000;483497;3.07;82.39;14.54
2020-12-08;Irlande;74682;2097;23364;2.81;31.28;65.91
2020-12-08;Israël;348285;2932;331055;0.84;95.05;4.11
2020-12-08;Inde;9735850;141360;9215581;1.45;94.66;3.89
2020-12-08;Iraq;568138;12477;498064;2.20;87.67;10.14
2020-12-08;Iran;1062397;50917;754224;4.79;70.99;24.21
2020-12-08;Islande;5506;28;5292;0.51;96.11;3.38
2020-12-08;Italie;1757394;61240;958629;3.48;54.55;41.97
2020-12-08;Jamaïque;11271;265;7292;2.35;64.70;32.95
2020-12-08;Jordanie;247131;3162;197058;1.28;79.74;18.98
2020-12-08;Japon;166592;2334;138838;1.40;83.34;15.26
2020-12-08;Kenya;89100;1545;69839;1.73;78.38;19.88
2020-12-08;Kirghizistan;75690;1301;67873;1.72;89.67;8.61
2020-12-08;Cambodge;354;0;307;0.00;86.72;13.28
2020-12-08;Comores;617;7;605;1.13;98.06;0.81
2020-12-08;Saint-Kitts-et-Nevis;25;0;21;0.00;84.00;16.00
2020-12-08;Corée du Sud;39432;556;30177;1.41;76.53;22.06
2020-12-08;Koweït;144900;900;140638;0.62;97.06;2.32
2020-12-08;Kazakhstan;181721;2544;153432;1.40;84.43;14.17
2020-12-08;Laos;41;0;28;0.00;68.29;31.71
2020-12-08;Liban;139135;1136;93100;0.82;66.91;32.27
2020-12-08;Sainte-Lucie;270;2;169;0.74;62.59;36.67
2020-12-08;Liechtenstein;1404;19;1235;1.35;87.96;10.68
2020-12-08;Sri Lanka;29378;142;21258;0.48;72.36;27.16
2020-12-08;Libéria;1676;83;1358;4.95;81.03;14.02
2020-12-08;Lesotho;2150;44;1278;2.05;59.44;38.51
2020-12-08;Lituanie;77426;673;32399;0.87;41.85;57.29
2020-12-08;Luxembourg;38476;360;29792;0.94;77.43;21.63
2020-12-08;Lettonie;22104;288;1866;1.30;8.44;90.26
2020-12-08;Libye;87986;1255;57837;1.43;65.73;32.84
2020-12-08;Maroc;384088;6370;337719;1.66;87.93;10.41
2020-12-08;Monaco;648;3;580;0.46;89.51;10.03
2020-12-08;Moldavie;119204;2460;102565;2.06;86.04;11.89
2020-12-08;Montenegro;39153;549;28052;1.40;71.65;26.95
2020-12-08;Saint Martin;801;12;675;1.50;84.27;14.23
2020-12-08;Madagascar;17473;255;16927;1.46;96.88;1.67
2020-12-08;Îles Marshall;4;0;4;0.00;100.00;0.00
2020-12-08;Macédoine;69452;1977;45621;2.85;65.69;31.47
2020-12-08;Mali;5442;180;3416;3.31;62.77;33.92
2020-12-08;Birmanie;101739;2151;80726;2.11;79.35;18.54
2020-12-08;Mongolie;893;0;384;0.00;43.00;57.00
2020-12-08;Macao;46;0;46;0.00;100.00;0.00
2020-12-08;Martinique;5520;41;98;0.74;1.78;97.48
2020-12-08;Mauritanie;9876;197;7904;1.99;80.03;17.97
2020-12-08;Malte;10699;157;8641;1.47;80.76;17.77
2020-12-08;Maurice;515;10;478;1.94;92.82;5.24
2020-12-08;Maldives;13248;47;12487;0.35;94.26;5.39
2020-12-08;Malawi;6051;186;5482;3.07;90.60;6.33
2020-12-08;Mexique;1193255;110874;881050;9.29;73.84;16.87
2020-12-08;Malaisie;75306;388;64056;0.52;85.06;14.42
2020-12-08;Mozambique;16373;136;14437;0.83;88.18;10.99
2020-12-08;Namibie;15298;153;14004;1.00;91.54;7.46
2020-12-08;Nouvelle-Calédonie;35;0;32;0.00;91.43;8.57
2020-12-08;Niger;1987;79;1239;3.98;62.36;33.67
2020-12-08;Nigéria;70195;1182;65110;1.68;92.76;5.56
2020-12-08;Nicaragua;5887;162;4225;2.75;71.77;25.48
2020-12-08;Pays-Bas;579997;9857;7413;1.70;1.28;97.02
2020-12-08;Norvège;39163;361;17998;0.92;45.96;53.12
2020-12-08;Népal;243377;1637;229054;0.67;94.11;5.21
2020-12-08;Nouvelle-Zélande;2088;25;2008;1.20;96.17;2.63
2020-12-08;Oman;125325;1454;116720;1.16;93.13;5.71
2020-12-08;Panama;181166;3241;155870;1.79;86.04;12.17
2020-12-08;Pérou;973912;36274;909389;3.72;93.37;2.90
2020-12-08;Polynésie Française;15332;86;4842;0.56;31.58;67.86
2020-12-08;Papouasie-Nouvelle-Guinée;684;7;601;1.02;87.87;11.11
2020-12-08;Philippines;442785;8670;408790;1.96;92.32;5.72
2020-12-08;Pakistan;426142;8547;372271;2.01;87.36;10.64
2020-12-08;Pologne;1076180;20592;738845;1.91;68.65;29.43
2020-12-08;Palestine;101109;867;75257;0.86;74.43;24.71
